7.681379494584176e-05 7.835187914709595e-07 2.539845297864750e-04 -4.778829391690614e-05 5.461977671112015e-07 4.305533869339299e+03
1.142603412744520e-04 8.904173079780954e-06 -1.231757369355757e-04 2.228644602338217e-05 5.461990221058792e-07 4.307135815421822e+03
-1.330014751975223e-04 -1.627629533132341e-05 -8.276754558003413e-05 4.353646357706208e-06 5.462013963306758e-07 4.304126563350953e+03
-3.955075436881345e-05 -6.642403806061480e-06 1.000048127469343e-04 -2.964549201871271e-06 5.461994539764376e-07 4.307150531060466e+03
8.637823342890968e-04 4.416081773331976e-05 2.600026257710021e-04 -3.486459361182486e-06 5.461997324869710e-07 4.306716395575678e+03
-1.711706187271240e-04 -1.052445280948772e-05 2.431044127619200e-04 -4.313322820566336e-05 5.462017086560229e-07 4.302561407418229e+03
5.731079158579785e-04 1.657075859952597e-05 -1.486112858264164e-04 -8.022835944888641e-06 5.462003191140876e-07 4.306478718486353e+03
4.786265531738578e-04 2.228482768047664e-05 3.459697054027288e-05 6.269837322399614e-06 5.461980202773846e-07 4.307004932158580e+03
5.617517305209929e-04 1.929065520609150e-05 1.310413907013700e-05 -5.621605124054464e-06 5.461995509777450e-07 4.308250626031869e+03
3.418834140598905e-04 7.170227978080191e-06 1.951432001784846e-04 -7.228717920664718e-08 5.461947626436075e-07 4.293998194189453e+03
1.567146329323133e-04 5.876477726058765e-06 1.548442000241625e-04 -1.843710604527232e-05 5.461981495801628e-07 4.306433748357569e+03
-4.524589311724766e-04 -2.950204152682776e-05 -2.427263040590039e-05 -2.557624476262885e-05 5.461989193017314e-07 4.306355610791383e+03
1.930488583743708e-04 1.912759629571127e-05 8.731416204975896e-05 -4.963286211031564e-06 5.461952363968857e-07 4.296384268832728e+03
-2.781886556696744e-04 -1.129222678651523e-05 -1.333549032890395e-04 2.170481961832923e-05 5.461983168682628e-07 4.305822269135881e+03
8.920183431242419e-04 3.881404183693891e-05 2.817318899456991e-04 3.014301473440930e-06 5.462008386091610e-07 4.305493045412723e+03
1.131571157750772e-04 5.321587887755613e-06 -2.125868381573884e-04 -3.241075924642231e-07 5.461974916485100e-07 4.305673752352568e+03
3.221606955819940e-04 2.179381488583378e-06 1.152053489975253e-05 -6.480672255805579e-06 5.462020510712065e-07 4.303078868913991e+03
2.959164940579039e-06 -6.652742272487304e-06 -3.397525495983485e-05 5.826623298474272e-07 5.461951314597148e-07 4.294786522461711e+03
3.591937879803464e-04 6.937970765030093e-06 9.629551605116896e-05 -2.164464201059879e-05 5.462013290442712e-07 4.304567856465051e+03
1.804521300885595e-04 1.421831849802983e-05 3.890763933163461e-05 9.099519918814382e-06 5.462018566433959e-07 4.303826103040816e+03
