Printout for SDDS file one.twi

       s            betax          alphax          etax          etaxp     
       m              m                             m                      
---------------------------------------------------------------------------
  1.554747e+02   2.237552e+01  -1.236174e+00  -5.007086e-07  -3.570708e-08 
  1.555242e+02   2.249821e+01  -1.241768e+00  -5.024766e-07  -3.570708e-08 
  1.555242e+02   2.249821e+01  -1.241768e+00  -5.024766e-07  -3.570708e-08 
  1.560242e+02   2.376823e+01  -1.298261e+00  -5.203301e-07  -3.570708e-08 
  1.560738e+02   2.389707e+01  -1.303856e+00  -5.220982e-07  -3.570708e-08 
  1.591179e+02   3.288220e+01  -1.647797e+00  -6.307941e-07  -3.570708e-08 
  1.591674e+02   3.304566e+01  -1.653392e+00  -6.325621e-07  -3.570708e-08 
  1.592783e+02   3.341383e+01  -1.665924e+00  -6.365228e-07  -3.570708e-08 
  1.593278e+02   3.357909e+01  -1.671519e+00  -6.382908e-07  -3.570708e-08 
  1.623719e+02   4.480262e+01  -2.015460e+00  -7.469867e-07  -3.570708e-08 
  1.624214e+02   4.500249e+01  -2.021055e+00  -7.487548e-07  -3.570708e-08 
  1.624214e+02   4.500249e+01  -2.021055e+00  -7.487548e-07  -3.570708e-08 
  1.627464e+02   4.632811e+01  -2.057775e+00  -7.603596e-07  -3.570708e-08 
  1.627464e+02   4.632811e+01  -2.057775e+00  -7.603596e-07  -3.570708e-08 
  1.637464e+02   5.055664e+01  -2.170761e+00  -7.960666e-07  -3.570708e-08 
  1.637464e+02   5.055664e+01  -2.170761e+00  -7.960666e-07  -3.570708e-08 
  1.638964e+02   5.273407e+01  -1.248828e+01  -8.132554e-07  -1.940414e-07 
  1.638964e+02   5.273407e+01  -1.248828e+01  -8.132554e-07  -1.940414e-07 
  1.638964e+02   5.273407e+01  -1.248828e+01  -8.132554e-07  -1.940414e-07 
  1.638964e+02   5.273407e+01  -1.248828e+01  -8.132554e-07  -1.940414e-07 
  1.651464e+02   8.860539e+01  -1.620877e+01  -1.055807e-06  -1.940414e-07 
  1.652964e+02   9.066638e+01   2.613636e+00  -1.068149e-06   2.992102e-08 
  1.658464e+02   8.781751e+01   2.566131e+00  -1.051692e-06   2.992102e-08 
  1.658464e+02   8.781751e+01   2.566131e+00  -1.051692e-06   2.992102e-08 
  1.713464e+02   6.220284e+01   2.091082e+00  -8.871265e-07   2.992102e-08 
  1.713464e+02   6.220284e+01   2.091082e+00  -8.871265e-07   2.992102e-08 
  1.768464e+02   4.181371e+01   1.616032e+00  -7.225609e-07   2.992102e-08 
  1.768464e+02   4.181371e+01   1.616032e+00  -7.225609e-07   2.992102e-08 
  1.773464e+02   4.021927e+01   1.572846e+00  -7.076004e-07   2.992102e-08 
  1.774964e+02   4.096442e+01  -6.590294e+00  -7.137812e-07  -1.125388e-07 
  1.787964e+02   5.993223e+01  -8.000336e+00  -8.600817e-07  -1.125388e-07 
  1.789464e+02   6.114050e+01  -1.317299e-03  -8.683658e-07   2.267032e-09 
  1.789464e+02   6.114050e+01  -1.317299e-03  -8.683658e-07   2.267032e-09 
  1.789464e+02   6.114050e+01  -1.317299e-03  -8.683658e-07   2.267032e-09 
  1.789464e+02   6.114050e+01  -1.317299e-03  -8.683658e-07   2.267032e-09 
  1.805214e+02   6.118523e+01  -2.707768e-02  -8.647952e-07   2.267032e-09 
  1.805214e+02   6.118523e+01  -2.707768e-02  -8.647952e-07   2.267032e-09 
  1.807214e+02   6.119671e+01  -3.034884e-02  -8.643418e-07   2.267032e-09 
  1.807214e+02   6.119671e+01  -3.034884e-02  -8.643418e-07   2.267032e-09 
  1.809214e+02   6.120951e+01  -3.362000e-02  -8.638884e-07   2.267032e-09 
  1.809214e+02   6.120951e+01  -3.362000e-02  -8.638884e-07   2.267032e-09 
  1.812214e+02   4.936918e+01   3.672975e+01  -7.750421e-07   5.797524e-07 
  1.815214e+02   2.979251e+01   2.852580e+01  -6.011164e-07   5.797524e-07 
  1.818214e+02   1.880385e+01   1.024853e+01  -4.762239e-07   2.651633e-07 
  1.818214e+02   1.880385e+01   1.024853e+01  -4.762239e-07   2.651633e-07 
  1.818214e+02   1.880385e+01   1.024853e+01  -4.762239e-07   2.651633e-07 
  1.818214e+02   1.880385e+01   1.024853e+01  -4.762239e-07   2.651633e-07 
  1.822714e+02   1.072204e+01   7.711041e+00  -3.569005e-07   2.651633e-07 
  1.842714e+02   2.317398e+00  -3.473830e+00   2.216249e-01   2.234650e-01 
  1.863994e+02   4.263696e+01  -1.547333e+01   6.971584e-01   2.234650e-01 
  1.866994e+02   5.242846e+01  -1.716499e+01   7.641979e-01   2.234650e-01 
  1.869994e+02   4.926097e+01   2.681037e+01   7.330586e-01  -4.266313e-01 
  1.871994e+02   3.912129e+01   2.388799e+01   6.477323e-01  -4.266313e-01 
  1.871994e+02   3.912129e+01   2.388799e+01   6.477323e-01  -4.266313e-01 
  1.874664e+02   2.740678e+01   1.998662e+01   5.338218e-01  -4.266313e-01 
  1.877664e+02   2.088121e+01   3.156045e+00   4.543497e-01  -1.117325e-01 
  1.877664e+02   2.088121e+01   3.156045e+00   4.543497e-01  -1.117325e-01 
  1.877664e+02   2.088121e+01   3.156045e+00   4.543497e-01  -1.117325e-01 
  1.877664e+02   2.088121e+01   3.156045e+00   4.543497e-01  -1.117325e-01 
  1.927164e+02   2.497814e+00   5.577732e-01  -9.872633e-02  -1.117325e-01 
  1.947164e+02   2.350272e+00  -4.833896e-01  -9.872669e-02   1.117322e-01 
  1.996664e+02   1.999727e+01  -3.081661e+00   4.543476e-01   1.117322e-01 
  1.999664e+02   2.628904e+01  -1.923187e+01   5.338193e-01   4.266294e-01 
  1.999664e+02   2.628904e+01  -1.923187e+01   5.338193e-01   4.266294e-01 
  1.999664e+02   2.628904e+01  -1.923187e+01   5.338193e-01   4.266294e-01 
  1.999664e+02   2.628904e+01  -1.923187e+01   5.338193e-01   4.266294e-01 
  2.002334e+02   3.756455e+01  -2.299849e+01   6.477293e-01   4.266294e-01 
  2.002334e+02   3.756455e+01  -2.299849e+01   6.477293e-01   4.266294e-01 
  2.004334e+02   4.732823e+01  -2.581993e+01   7.330552e-01   4.266294e-01 
  2.007334e+02   5.040803e+01   1.644158e+01   7.641945e-01  -2.234639e-01 
  2.010334e+02   4.102751e+01   1.482681e+01   6.971553e-01  -2.234639e-01 
  2.010334e+02   4.102751e+01   1.482681e+01   6.971553e-01  -2.234639e-01 
  2.031614e+02   2.299049e+00   3.372660e+00   2.216242e-01  -2.234639e-01 
  2.051614e+02   1.009675e+01  -7.303879e+00   1.082819e-06   8.435802e-07 
  2.056114e+02   1.776021e+01  -9.726043e+00   1.462430e-06   8.435802e-07 
  2.059114e+02   2.817561e+01  -2.702547e+01   1.855012e-06   1.812291e-06 
  2.059114e+02   2.817561e+01  -2.702547e+01   1.855012e-06   1.812291e-06 
  2.059114e+02   2.817561e+01  -2.702547e+01   1.855012e-06   1.812291e-06 
  2.059114e+02   2.817561e+01  -2.702547e+01   1.855012e-06   1.812291e-06 
  2.062114e+02   4.672709e+01  -3.481280e+01   2.398699e-06   1.812291e-06 
  2.065114e+02   5.796538e+01  -1.746332e-02   2.678887e-06   2.317824e-08 
  2.065114e+02   5.796538e+01  -1.746332e-02   2.678887e-06   2.317824e-08 
  2.069864e+02   5.798586e+01  -2.566036e-02   2.689896e-06   2.317824e-08 
  2.071364e+02   5.676788e+01   8.087791e+00   2.664774e-06  -3.575533e-07 
  2.081864e+02   4.107333e+01   6.859403e+00   2.289343e-06  -3.575533e-07 
  2.083364e+02   4.016691e+01  -7.602196e-01   2.267659e-06   6.776323e-08 
  2.083364e+02   4.016691e+01  -7.602196e-01   2.267659e-06   6.776323e-08 
  2.083364e+02   4.016691e+01  -7.602196e-01   2.267659e-06   6.776323e-08 
  2.083364e+02   4.016691e+01  -7.602196e-01   2.267659e-06   6.776323e-08 
  2.093864e+02   4.180669e+01  -8.014682e-01   2.338810e-06   6.776323e-08 
  2.095364e+02   4.188071e+01   3.086063e-01   2.344302e-06   5.431227e-09 
  2.100864e+02   4.154916e+01   2.942231e-01   2.347289e-06   5.431227e-09 
  2.146224e+02   3.941804e+01   1.756005e-01   2.371925e-06   5.431227e-09 
  2.146224e+02   3.941804e+01   1.756005e-01   2.371925e-06   5.431227e-09 
  2.148224e+02   3.934884e+01   1.703702e-01   2.373011e-06   5.431227e-09 
  2.149724e+02   3.961530e+01  -1.951517e+00   2.383374e-06   1.328331e-07 
  2.158224e+02   4.302058e+01  -2.054688e+00   2.496282e-06   1.328331e-07 
  2.158974e+02   4.316931e+01   7.397609e-02   2.501610e-06   9.198147e-09 
  2.158974e+02   4.316931e+01   7.397609e-02   2.501610e-06   9.198147e-09 
  2.158974e+02   4.316931e+01   7.397609e-02   2.501610e-06   9.198147e-09 
  2.158974e+02   4.316931e+01   7.397609e-02   2.501610e-06   9.198147e-09 
  2.158974e+02   4.316931e+01   7.397609e-02   2.501610e-06   9.198147e-09 
  2.159724e+02   4.299844e+01   2.201544e+00   2.497661e-06  -1.144709e-07 
  2.280224e+02   9.685421e+00   5.630220e-01   1.118287e-06  -1.144709e-07 
  2.281724e+02   9.662337e+00  -4.083644e-01   1.109380e-06  -4.427580e-09 
  2.281724e+02   9.662337e+00  -4.083644e-01   1.109380e-06  -4.427580e-09 
  2.281724e+02   9.662337e+00  -4.083644e-01   1.109380e-06  -4.427580e-09 
  2.281724e+02   9.662337e+00  -4.083644e-01   1.109380e-06  -4.427580e-09 
  2.402224e+02   3.703764e+01  -1.863445e+00   1.056028e-06  -4.427580e-09 
  2.403724e+02   3.704701e+01   1.801242e+00   1.047540e-06  -1.085979e-07 
  2.403724e+02   3.704701e+01   1.801242e+00   1.047540e-06  -1.085979e-07 
  2.403724e+02   3.704701e+01   1.801242e+00   1.047540e-06  -1.085979e-07 
  2.403724e+02   3.704701e+01   1.801242e+00   1.047540e-06  -1.085979e-07 
  2.524224e+02   1.027291e+01   4.206746e-01  -2.610648e-07  -1.085979e-07 
  2.525724e+02   1.030123e+01  -6.104048e-01  -2.793340e-07  -1.352928e-07 
  2.525724e+02   1.030123e+01  -6.104048e-01  -2.793340e-07  -1.352928e-07 
  2.525724e+02   1.030123e+01  -6.104048e-01  -2.793340e-07  -1.352928e-07 
  2.525724e+02   1.030123e+01  -6.104048e-01  -2.793340e-07  -1.352928e-07 
  2.646224e+02   4.435958e+01  -2.216014e+00  -1.909613e-06  -1.352928e-07 
  2.647724e+02   4.436586e+01   2.174366e+00  -1.915707e-06   5.414001e-08 
  2.647724e+02   4.436586e+01   2.174366e+00  -1.915707e-06   5.414001e-08 
  2.647724e+02   4.436586e+01   2.174366e+00  -1.915707e-06   5.414001e-08 
  2.647724e+02   4.436586e+01   2.174366e+00  -1.915707e-06   5.414001e-08 
  2.768224e+02   1.071006e+01   6.186473e-01  -1.263319e-06   5.414001e-08 
  2.769724e+02   1.068524e+01  -4.524007e-01  -1.264562e-06  -7.073351e-08 
  2.769724e+02   1.068524e+01  -4.524007e-01  -1.264562e-06  -7.073351e-08 
  2.769724e+02   1.068524e+01  -4.524007e-01  -1.264562e-06  -7.073351e-08 
  2.769724e+02   1.068524e+01  -4.524007e-01  -1.264562e-06  -7.073351e-08 
  2.890224e+02   3.795839e+01  -1.810932e+00  -2.116901e-06  -7.073351e-08 
  2.891724e+02   3.793840e+01   1.943577e+00  -2.111799e-06   1.386751e-07 
  2.891724e+02   3.793840e+01   1.943577e+00  -2.111799e-06   1.386751e-07 
  2.891724e+02   3.793840e+01   1.943577e+00  -2.111799e-06   1.386751e-07 
  2.891724e+02   3.793840e+01   1.943577e+00  -2.111799e-06   1.386751e-07 
  2.919350e+02   2.816103e+01   1.595698e+00  -1.728705e-06   1.386751e-07 
  2.922100e+02   2.729292e+01   1.561068e+00  -1.690569e-06   1.386751e-07 
  2.925100e+02   2.280098e+01   1.270563e+01  -1.532792e-06   9.008559e-07 
  2.928100e+02   1.581876e+01   1.056845e+01  -1.262535e-06   9.008559e-07 
  2.931100e+02   1.302017e+01  -5.477522e-01  -1.127288e-06   1.769616e-08 
  2.931100e+02   1.302017e+01  -5.477522e-01  -1.127288e-06   1.769616e-08 
  2.931100e+02   1.302017e+01  -5.477522e-01  -1.127288e-06   1.769616e-08 
  2.931100e+02   1.302017e+01  -5.477522e-01  -1.127288e-06   1.769616e-08 
  2.948850e+02   1.527927e+01  -7.249817e-01  -1.095878e-06   1.769616e-08 
  2.950350e+02   1.551831e+01  -8.693102e-01  -1.093908e-06   8.566489e-09 
  2.950350e+02   1.551831e+01  -8.693102e-01  -1.093908e-06   8.566489e-09 
  2.950350e+02   1.551831e+01  -8.693102e-01  -1.093908e-06   8.566489e-09 
  2.950350e+02   1.551831e+01  -8.693102e-01  -1.093908e-06   8.566489e-09 
  2.956600e+02   1.664914e+01  -9.400211e-01  -1.088554e-06   8.566489e-09 
  2.956600e+02   1.664914e+01  -9.400211e-01  -1.088554e-06   8.566489e-09 
  2.958600e+02   1.702968e+01  -9.626485e-01  -1.086841e-06   8.566489e-09 
  2.958600e+02   1.702968e+01  -9.626485e-01  -1.086841e-06   8.566489e-09 
  2.960600e+02   1.741926e+01  -9.852760e-01  -1.085127e-06   8.566489e-09 
  2.963600e+02   1.431012e+01   1.056201e+01  -9.631578e-07   7.893013e-07 
  2.966600e+02   8.680804e+00   8.202364e+00  -7.263674e-07   7.893013e-07 
  2.969600e+02   6.430974e+00   5.262699e-02  -5.921330e-07   1.284764e-07 
  2.969600e+02   6.430974e+00   5.262699e-02  -5.921330e-07   1.284764e-07 
  2.969600e+02   6.430974e+00   5.262699e-02  -5.921330e-07   1.284764e-07 
  2.969600e+02   6.430974e+00   5.262699e-02  -5.921330e-07   1.284764e-07 
  2.972600e+02   6.413431e+00   5.848563e-03  -5.535901e-07   1.284764e-07 
  2.972600e+02   6.413431e+00   5.848563e-03  -5.535901e-07   1.284764e-07 
  2.987600e+02   6.550142e+00  -2.304478e-01  -1.305681e-01  -1.763269e-01 
  3.007850e+02   8.142738e+00  -5.560194e-01  -4.876300e-01  -1.763269e-01 
  3.009350e+02   8.105438e+00   8.025748e-01  -5.077934e-01  -9.195031e-02 
  3.009350e+02   8.105438e+00   8.025748e-01  -5.077934e-01  -9.195031e-02 
  3.009350e+02   8.105438e+00   8.025748e-01  -5.077934e-01  -9.195031e-02 
  3.009350e+02   8.105438e+00   8.025748e-01  -5.077934e-01  -9.195031e-02 
  3.013600e+02   7.459888e+00   7.163668e-01  -5.468723e-01  -9.195031e-02 
  3.040871e+02   4.077041e+00   4.055571e-01  -7.453735e-01  -4.667117e-02 
  3.048871e+02   3.610945e+00   1.770626e-01  -7.827105e-01  -4.667117e-02 
  3.051871e+02   4.563584e+00  -3.629679e+00  -9.039568e-01  -7.795070e-01 
  3.051871e+02   4.563584e+00  -3.629679e+00  -9.039568e-01  -7.795070e-01 
  3.051871e+02   4.563584e+00  -3.629679e+00  -9.039568e-01  -7.795070e-01 
  3.051871e+02   4.563584e+00  -3.629679e+00  -9.039568e-01  -7.795070e-01 
  3.065871e+02   2.081448e+01  -7.978102e+00  -1.995267e+00  -7.795070e-01 
  3.068871e+02   1.930567e+01   1.249396e+01  -1.925596e+00   1.232303e+00 
  3.073871e+02   8.846068e+00   8.425232e+00  -1.309445e+00   1.232303e+00 
  3.076871e+02   6.536868e+00   5.441646e-02  -1.129351e+00  -7.042433e-04 
  3.076871e+02   6.536868e+00   5.441646e-02  -1.129351e+00  -7.042433e-04 
  3.076871e+02   6.536868e+00   5.441646e-02  -1.129351e+00  -7.042433e-04 
  3.076871e+02   6.536868e+00   5.441646e-02  -1.129351e+00  -7.042433e-04 
  3.082620e+02   6.525015e+00  -3.380218e-02  -1.129756e+00  -7.042433e-04 
  3.082620e+02   6.525015e+00  -3.380218e-02  -1.129756e+00  -7.042433e-04 
  3.088370e+02   6.614609e+00  -1.220208e-01  -1.130161e+00  -7.042433e-04 
  3.091370e+02   9.000132e+00  -8.637896e+00  -1.310828e+00  -1.234821e+00 
  3.091370e+02   9.000132e+00  -8.637896e+00  -1.310828e+00  -1.234821e+00 
  3.091370e+02   9.000132e+00  -8.637896e+00  -1.310828e+00  -1.234821e+00 
  3.091370e+02   9.000132e+00  -8.637896e+00  -1.310828e+00  -1.234821e+00 
  3.096370e+02   1.973837e+01  -1.283857e+01  -1.928239e+00  -1.234821e+00 
  3.099370e+02   2.131907e+01   8.107531e+00  -1.998241e+00   7.798714e-01 
  3.113370e+02   4.753094e+00   3.725310e+00  -9.064207e-01   7.798714e-01 
  3.116370e+02   3.789843e+00  -2.342317e-01  -7.853958e-01   4.479829e-02 
  3.116370e+02   3.789843e+00  -2.342317e-01  -7.853958e-01   4.479829e-02 
  3.116370e+02   3.789843e+00  -2.342317e-01  -7.853958e-01   4.479829e-02 
  3.116370e+02   3.789843e+00  -2.342317e-01  -7.853958e-01   4.479829e-02 
  3.124370e+02   4.342751e+00  -4.569036e-01  -7.495571e-01   4.479829e-02 
  3.151641e+02   7.876410e+00  -7.150370e-01  -5.557636e-01   9.053557e-02 
  3.155891e+02   8.518848e+00  -7.965834e-01  -5.172860e-01   9.053557e-02 
  3.157391e+02   8.543734e+00   6.320864e-01  -4.972137e-01   1.765291e-01 
  3.157391e+02   8.543734e+00   6.320864e-01  -4.972137e-01   1.765291e-01 
  3.157391e+02   8.543734e+00   6.320864e-01  -4.972137e-01   1.765291e-01 
  3.157391e+02   8.543734e+00   6.320864e-01  -4.972137e-01   1.765291e-01 
  3.162391e+02   7.952599e+00   5.501824e-01  -4.089492e-01   1.765291e-01 
  3.162391e+02   7.952599e+00   5.501824e-01  -4.089492e-01   1.765291e-01 
  3.174641e+02   6.850467e+00   3.495174e-01  -1.927010e-01   1.765291e-01 
  3.174641e+02   6.850467e+00   3.495174e-01  -1.927010e-01   1.765291e-01 
  3.174641e+02   6.850467e+00   3.495174e-01  -1.927010e-01   1.765291e-01 
  3.177641e+02   6.655500e+00   3.003749e-01  -1.397423e-01   1.765291e-01 
  3.178641e+02   6.597063e+00   2.839941e-01  -1.220894e-01   1.765291e-01 
  3.185221e+02   6.443668e+00   1.775756e-01  -3.618471e-02   8.768848e-02 
  3.186061e+02   6.414965e+00   1.641284e-01  -2.881888e-02   8.768848e-02 
  3.192641e+02   6.316659e+00   5.932665e-02   4.402615e-06   1.990553e-04 
  3.192641e+02   6.316659e+00   5.932665e-02   4.402615e-06   1.990553e-04 
