SDDS1
&description text="Twiss parameters--input: BYBL0.ele  lattice: BYBL.lte", contents="Twiss parameters", &end
&column name=x, units=m, type=double,  &end
&column name=xp, symbol=x', type=double,  &end
&column name=y, units=m, type=double,  &end
&column name=yp, symbol=y', type=double,  &end
&column name=t, units=s, type=double,  &end
&column name=p, units="m$be$nc", type=double,  &end
&data mode=ascii, &end
7037
   4.0937050e-05	  -1.9576174e-07	  -1.8575984e-05	  -1.6713800e-06	   0.0000000e+00	   2.2384255e+02	
  -1.0621149e-03	  -2.4026411e-05	  -7.7588722e-04	  -1.1202667e-05	  -4.4831301e-13	   2.2389725e+02	
  -2.2104741e-03	   2.9100130e-05	   1.0239493e-03	   7.9421420e-07	  -3.7232775e-13	   2.2389182e+02	
   3.5865928e-04	  -2.9088820e-06	  -5.8749918e-04	  -3.3452867e-05	  -7.1426140e-13	   2.2394316e+02	
  -8.8253108e-04	   2.3876080e-05	   2.2702767e-03	  -2.0429607e-05	  -4.0272185e-13	   2.2389316e+02	
   8.2891146e-04	   1.3253769e-05	   1.7647924e-03	   1.6871209e-05	  -3.8752480e-13	   2.2389092e+02	
   1.7547368e-03	  -1.3044243e-05	   1.8313432e-03	  -2.4198216e-05	  -4.0652112e-13	   2.2389077e+02	
  -2.1904665e-03	   1.1735334e-05	   5.9084341e-04	   9.6689384e-06	  -4.6351006e-13	   2.2389699e+02	
   4.0667631e-03	  -5.4574041e-05	  -3.0685962e-03	   2.0326799e-05	   7.3705698e-13	   2.2376241e+02	
   7.7657911e-04	   2.4500023e-05	   4.3679752e-03	   5.6125958e-05	   7.6365181e-13	   2.2372863e+02	
   1.3085895e-03	  -9.7855758e-06	  -2.0101513e-03	  -2.3653872e-06	  -3.6852849e-13	   2.2388744e+02	
  -1.2313640e-03	  -2.2951768e-06	  -1.9500321e-03	   1.9309118e-05	  -4.7870711e-13	   2.2389558e+02	
  -2.1227273e-03	   1.1099754e-06	   4.0370545e-05	   1.1489524e-05	  -4.9770342e-13	   2.2389920e+02	
  -3.2825063e-03	  -1.2016567e-04	   7.3170736e-04	   4.6252029e-05	   1.0599944e-12	   2.2364990e+02	
  -7.6851082e-04	  -2.2870769e-05	   6.1437726e-04	   3.8099959e-05	  -7.1806066e-13	   2.2394265e+02	
   1.3528221e-03	  -7.6487916e-06	   2.1547468e-03	  -2.5825439e-05	  -3.9892259e-13	   2.2389108e+02	
  -4.8220356e-04	   1.9133344e-05	   2.3246818e-03	  -1.9299809e-05	  -5.0530195e-13	   2.2389593e+02	
   1.7980371e-04	   4.3668722e-05	   9.8972923e-04	   2.8820002e-05	   1.0637936e-13	   2.2383599e+02	
   8.8533612e-04	  -5.4940821e-07	  -1.6942246e-03	  -1.4954853e-05	  -5.0910121e-13	   2.2389591e+02	
   6.2549549e-04	   1.7164631e-05	  -4.5250770e-04	  -3.5191905e-05	  -6.8766656e-13	   2.2394065e+02	
   1.3261600e-03	   7.2593104e-06	   1.7115361e-03	  -1.3096364e-05	  -3.9132406e-13	   2.2388965e+02	
   1.9921850e-03	  -4.7379079e-06	  -5.5932578e-04	  -1.2115799e-05	  -5.7368868e-13	   2.2390466e+02	
  -7.8410973e-04	   1.4379638e-05	   2.0364009e-03	   1.9486495e-06	  -5.2809752e-13	   2.2390063e+02	
   7.4536952e-04	   2.2477348e-05	   1.6072686e-03	   5.2402519e-06	  -2.7734618e-13	   2.2387922e+02	
  -3.7848608e-03	   2.5508003e-05	   3.0001401e-03	   2.6721636e-06	   7.9024665e-13	   2.2374284e+02	
   1.9680077e-03	   1.2762717e-04	  -2.9581571e-04	  -4.2954154e-05	   1.0371987e-12	   2.2363650e+02	
  -6.6954186e-04	   2.1499632e-05	   2.3432604e-03	  -2.1919728e-05	  -3.9892259e-13	   2.2389294e+02	
  -1.1100136e-03	  -1.3044813e-05	  -1.8103061e-03	   7.9730694e-06	  -3.2673660e-13	   2.2388451e+02	
  -8.5397338e-04	   2.1849502e-05	   2.4271685e-03	  -2.8135135e-05	  -3.7612701e-13	   2.2389202e+02	
  -1.0828130e-03	  -8.8470491e-06	  -1.9579680e-03	   1.3863495e-05	  -3.6092996e-13	   2.2388709e+02	
   8.7533491e-04	   2.8727592e-05	  -3.3206925e-04	  -3.0620657e-05	  -7.4845476e-13	   2.2394578e+02	
   8.4845247e-04	   2.9758825e-05	   3.8445920e-04	  -7.2104915e-06	  -6.7626877e-13	   2.2394136e+02	
   2.1110504e-03	  -1.2542481e-05	  -6.4537868e-04	  -9.7511404e-06	  -5.5089310e-13	   2.2390071e+02	
   1.3099313e-03	  -2.7761939e-05	  -2.0040841e-03	   1.3334381e-05	  -4.4831301e-13	   2.2389503e+02	
  -3.8302993e-04	  -1.1762424e-05	  -2.2068567e-03	   1.2403949e-05	  -5.3189679e-13	   2.2389834e+02	
   1.3171393e-03	  -5.8896561e-06	  -1.3667039e-03	  -2.3084178e-05	  -2.6214913e-13	   2.2387820e+02	
  -1.2468943e-03	   1.4553291e-05	   1.8171037e-03	   3.8813772e-06	  -5.1669974e-13	   2.2389934e+02	
   8.6660097e-04	   8.7812812e-05	   1.2035857e-03	   8.3844130e-05	   1.0713921e-12	   2.2363141e+02	
  -1.2722486e-03	  -1.8007994e-05	  -9.9270784e-04	   1.8101380e-06	  -6.3827614e-13	   2.2391149e+02	
  -3.1462213e-04	   1.6888159e-05	   2.4328307e-03	  -2.6119462e-05	  -3.8372554e-13	   2.2389451e+02	
   1.4037408e-03	   1.7549022e-05	   2.4054367e-04	  -9.0028091e-06	  -6.5727246e-13	   2.2392081e+02	
   2.5042388e-03	  -1.7374576e-05	   4.4345163e-03	  -6.2941767e-05	   7.7125034e-13	   2.2376002e+02	
  -8.0766378e-04	  -5.4093365e-06	  -2.1850144e-03	   2.5453051e-05	  -4.6730932e-13	   2.2389411e+02	
  -2.1147826e-03	   1.7003183e-07	   1.7398327e-04	   1.1853758e-05	  -4.8250637e-13	   2.2389905e+02	
  -9.9330300e-04	  -3.7051057e-05	  -5.3297755e-04	  -1.6531476e-05	  -5.6988941e-14	   2.2385752e+02	
   2.0545925e-03	   9.3824998e-06	   1.1787898e-03	   3.9055317e-07	  -3.3053586e-13	   2.2388476e+02	
  -6.5769715e-04	   2.0829489e-05	   2.4211152e-03	  -2.8185787e-05	  -3.7612701e-13	   2.2389235e+02	
   8.8269758e-04	  -5.2214390e-06	  -1.0137688e-03	  -3.6127487e-05	  -4.1791890e-14	   2.2385079e+02	
