Printout for SDDS file one.twi

       s            betay          alphay          etay          etayp     
       m              m                             m                      
---------------------------------------------------------------------------
  1.524306e+02   3.360266e+01   1.616839e+00  -2.019129e-04   2.042978e-05 
  1.554747e+02   2.475080e+01   1.290850e+00  -1.378579e-04   2.016927e-05 
  1.555242e+02   2.462323e+01   1.285516e+00  -1.368592e-04   2.016927e-05 
  1.555242e+02   2.462323e+01   1.285516e+00  -1.368592e-04   2.016927e-05 
  1.560242e+02   2.336464e+01   1.231654e+00  -1.267746e-04   2.016927e-05 
  1.560738e+02   2.324294e+01   1.226320e+00  -1.257759e-04   2.016927e-05 
  1.591179e+02   1.677510e+01   8.983920e-01  -6.437864e-05   2.016927e-05 
  1.591674e+02   1.668640e+01   8.930580e-01  -6.337995e-05   2.016927e-05 
  1.592783e+02   1.648961e+01   8.811091e-01  -6.114278e-05   2.016927e-05 
  1.593278e+02   1.640262e+01   8.757750e-01  -6.014410e-05   2.016927e-05 
  1.623719e+02   1.206897e+01   5.478475e-01   1.253183e-06   2.016927e-05 
  1.624214e+02   1.201498e+01   5.425134e-01   2.251864e-06   2.016927e-05 
  1.624214e+02   1.201498e+01   5.425134e-01   2.251864e-06   2.016927e-05 
  1.627464e+02   1.167372e+01   5.075026e-01   8.806878e-06   2.016927e-05 
  1.627464e+02   1.167372e+01   5.075026e-01   8.806878e-06   2.016927e-05 
  1.637464e+02   1.076644e+01   3.997770e-01   2.897615e-05   2.016927e-05 
  1.638964e+02   1.033583e+01   2.442615e+00   3.119073e-05   9.297772e-06 
  1.638964e+02   1.033583e+01   2.442615e+00   3.119073e-05   9.297772e-06 
  1.638964e+02   1.033583e+01   2.442615e+00   3.119073e-05   9.297772e-06 
  1.638964e+02   1.033583e+01   2.442615e+00   3.119073e-05   2.080036e-05 
  1.651464e+02   5.282419e+00   1.600113e+00   5.719118e-05   2.080036e-05 
  1.652964e+02   4.975973e+00   4.643009e-01   6.059626e-05   2.473239e-05 
  1.658464e+02   4.539139e+00   3.299420e-01   7.419907e-05   2.473239e-05 
  1.658464e+02   4.539139e+00   3.299420e-01   7.419907e-05   2.473239e-05 
  1.713464e+02   8.299519e+00  -1.013647e+00   2.102272e-04   2.473239e-05 
  1.713464e+02   8.299519e+00  -1.013647e+00   2.102272e-04   2.473239e-05 
  1.768464e+02   2.683938e+01  -2.357237e+00   3.462554e-04   2.473239e-05 
  1.768464e+02   2.683938e+01  -2.357237e+00   3.462554e-04   2.473239e-05 
  1.773464e+02   2.925769e+01  -2.479381e+00   3.586216e-04   2.473239e-05 
  1.774964e+02   2.911899e+01   3.394749e+00   3.576141e-04  -3.814528e-05 
  1.787964e+02   2.101953e+01   2.835608e+00   3.080252e-04  -3.814528e-05 
  1.789464e+02   2.058819e+01   5.902389e-02   3.068107e-04   2.198118e-05 
  1.789464e+02   2.058819e+01   5.902389e-02   3.068107e-04   2.198118e-05 
  1.789464e+02   2.058819e+01   5.902389e-02   3.068107e-04   2.198118e-05 
  1.789464e+02   2.058819e+01   5.902389e-02   3.068107e-04  -6.894259e-06 
  1.805214e+02   2.052317e+01  -1.774280e-02   2.959522e-04  -6.894259e-06 
  1.805214e+02   2.052317e+01  -1.774280e-02   2.959522e-04  -6.894259e-06 
  1.807214e+02   2.053222e+01  -2.749095e-02   2.945734e-04  -6.894259e-06 
  1.807214e+02   2.053222e+01  -2.749095e-02   2.945734e-04  -6.894259e-06 
  1.809214e+02   2.054516e+01  -3.723910e-02   2.931945e-04  -6.894259e-06 
  1.809214e+02   2.054516e+01  -3.723910e-02   2.931945e-04  -6.894259e-06 
  1.812214e+02   2.514735e+01  -1.635124e+01   3.216831e-04   1.999853e-04 
  1.815214e+02   3.591854e+01  -1.955273e+01   3.816787e-04   1.999853e-04 
  1.818214e+02   4.119672e+01   3.014033e+00   4.137075e-04   9.771475e-06 
  1.818214e+02   4.119672e+01   3.014033e+00   4.137075e-04   9.771475e-06 
  1.818214e+02   4.119672e+01   3.014033e+00   4.137075e-04   9.771475e-06 
  1.818214e+02   4.119672e+01   3.014033e+00   4.137075e-04  -3.181478e-05 
  1.822714e+02   3.853366e+01   2.903879e+00   3.993909e-04  -3.181478e-05 
  1.842714e+02   2.632609e+01   3.051245e+00   3.259836e-04  -4.071447e-05 
  1.863994e+02   1.511345e+01   2.217856e+00   2.393432e-04  -4.071447e-05 
  1.866994e+02   1.381798e+01   2.100367e+00   2.271289e-04  -4.071447e-05 
  1.869994e+02   1.620346e+01  -1.071653e+01   2.425613e-04   1.456724e-04 
  1.871994e+02   2.077605e+01  -1.214640e+01   2.716957e-04   1.456724e-04 
  1.871994e+02   2.077605e+01  -1.214640e+01   2.716957e-04   1.456724e-04 
  1.874664e+02   2.777189e+01  -1.405527e+01   3.105902e-04   1.456724e-04 
  1.877664e+02   3.070207e+01   4.928932e+00   3.183813e-04  -9.381179e-05 
  1.877664e+02   3.070207e+01   4.928932e+00   3.183813e-04  -9.381179e-05 
  1.877664e+02   3.070207e+01   4.928932e+00   3.183813e-04  -9.381179e-05 
  1.877664e+02   3.070207e+01   4.928932e+00   3.183813e-04  -5.430918e-05 
  1.927164e+02   2.092401e+00   8.507979e-01   4.955085e-05  -5.430918e-05 
  1.947164e+02   1.966868e+00  -7.895596e-01  -6.030164e-05  -5.423272e-05 
  1.996664e+02   3.000727e+01  -4.875169e+00  -3.287536e-04  -5.423272e-05 
  1.999664e+02   2.717546e+01   1.369516e+01  -3.178501e-04   1.262547e-04 
  1.999664e+02   2.717546e+01   1.369516e+01  -3.178501e-04   1.262547e-04 
  1.999664e+02   2.717546e+01   1.369516e+01  -3.178501e-04   1.262547e-04 
  1.999664e+02   2.717546e+01   1.369516e+01  -3.178501e-04   1.678518e-04 
  2.002334e+02   2.035688e+01   1.184258e+01  -2.730337e-04   1.678518e-04 
  2.002334e+02   2.035688e+01   1.184258e+01  -2.730337e-04   1.678518e-04 
  2.004334e+02   1.589739e+01   1.045487e+01  -2.394634e-04   1.678518e-04 
  2.007334e+02   1.359145e+01  -2.125986e+00  -2.201186e-04  -3.600194e-05 
  2.010334e+02   1.490359e+01  -2.247823e+00  -2.309192e-04  -3.600194e-05 
  2.010334e+02   1.490359e+01  -2.247823e+00  -2.309192e-04  -3.600194e-05 
  2.031614e+02   2.630941e+01  -3.112056e+00  -3.075313e-04  -3.600194e-05 
  2.051614e+02   3.881307e+01  -2.987511e+00  -3.719938e-04  -2.765793e-05 
  2.056114e+02   4.155361e+01  -3.102584e+00  -3.844398e-04  -2.765793e-05 
  2.059114e+02   3.626363e+01   1.967825e+01  -3.515909e-04   2.427441e-04 
  2.059114e+02   3.626363e+01   1.967825e+01  -3.515909e-04   2.427441e-04 
  2.059114e+02   3.626363e+01   1.967825e+01  -3.515909e-04   2.427441e-04 
  2.059114e+02   3.626363e+01   1.967825e+01  -3.515909e-04   1.992434e-04 
  2.062114e+02   2.542021e+01   1.646649e+01  -2.918179e-04   1.992434e-04 
  2.065114e+02   2.080291e+01  -2.419502e-02  -2.606018e-04   1.255121e-05 
  2.065114e+02   2.080291e+01  -2.419502e-02  -2.606018e-04   1.255121e-05 
  2.069864e+02   2.083675e+01  -4.704173e-02  -2.546400e-04   1.255121e-05 
  2.071364e+02   2.129898e+01  -3.056382e+00  -2.559416e-04  -2.993475e-05 
  2.081864e+02   2.825269e+01  -3.566198e+00  -2.873731e-04  -2.993475e-05 
  2.083364e+02   2.852794e+01   1.748403e+00  -2.876123e-04   2.675915e-05 
  2.083364e+02   2.852794e+01   1.748403e+00  -2.876123e-04   2.675915e-05 
  2.083364e+02   2.852794e+01   1.748403e+00  -2.876123e-04   2.675915e-05 
  2.083364e+02   2.852794e+01   1.748403e+00  -2.876123e-04   2.738370e-05 
  2.093864e+02   2.501308e+01   1.599084e+00  -2.588594e-04   2.738370e-05 
  2.095364e+02   2.463526e+01   9.230817e-01  -2.553507e-04   1.941424e-05 
  2.100864e+02   2.364261e+01   8.817327e-01  -2.446729e-04   1.941424e-05 
  2.146224e+02   1.719038e+01   5.407160e-01  -1.566099e-04   1.941424e-05 
  2.146224e+02   1.719038e+01   5.407160e-01  -1.566099e-04   1.941424e-05 
  2.148224e+02   1.697710e+01   5.256800e-01  -1.527271e-04   1.941424e-05 
  2.149724e+02   1.668578e+01   1.411249e+00  -1.489973e-04   3.028187e-05 
  2.158224e+02   1.441620e+01   1.258851e+00  -1.232577e-04   3.028187e-05 
  2.158974e+02   1.428146e+01   5.399384e-01  -1.211030e-04   2.719688e-05 
  2.158974e+02   1.428146e+01   5.399384e-01  -1.211030e-04   2.719688e-05 
  2.158974e+02   1.428146e+01   5.399384e-01  -1.211030e-04   2.719688e-05 
  2.158974e+02   1.428146e+01   5.399384e-01  -1.211030e-04   2.719688e-05 
  2.158974e+02   1.428146e+01   5.399384e-01  -1.211030e-04   1.100245e-05 
  2.159724e+02   1.425382e+01  -1.709526e-01  -1.203912e-04   7.977685e-06 
  2.280224e+02   2.885841e+01  -1.041047e+00  -2.426014e-05   7.977685e-06 
  2.281724e+02   2.874317e+01   1.805464e+00  -2.235011e-05   1.746882e-05 
  2.281724e+02   2.874317e+01   1.805464e+00  -2.235011e-05   1.746882e-05 
  2.281724e+02   2.874317e+01   1.805464e+00  -2.235011e-05   1.746882e-05 
  2.281724e+02   2.874317e+01   1.805464e+00  -2.235011e-05   2.644467e-05 
  2.402224e+02   6.750312e+00   1.967011e-02   2.963081e-04   2.644467e-05 
  2.403724e+02   6.848360e+00  -6.765531e-01   3.015426e-04   4.343947e-05 
  2.403724e+02   6.848360e+00  -6.765531e-01   3.015426e-04   4.343947e-05 
  2.403724e+02   6.848360e+00  -6.765531e-01   3.015426e-04   4.343947e-05 
  2.403724e+02   6.848360e+00  -6.765531e-01   3.015426e-04   4.780053e-05 
  2.524224e+02   5.406072e+01  -3.241485e+00   8.775390e-04   4.780053e-05 
  2.525724e+02   5.423015e+01   2.117515e+00   8.790525e-04  -2.765985e-05 
  2.525724e+02   5.423015e+01   2.117515e+00   8.790525e-04  -2.765985e-05 
  2.525724e+02   5.423015e+01   2.117515e+00   8.790525e-04  -2.765985e-05 
  2.525724e+02   5.423015e+01   2.117515e+00   8.790525e-04  -3.920773e-05 
  2.646224e+02   1.788122e+01   8.989931e-01   4.065993e-04  -3.920773e-05 
  2.647724e+02   1.787777e+01  -8.758585e-01   4.041870e-04   7.011202e-06 
  2.647724e+02   1.787777e+01  -8.758585e-01   4.041870e-04   7.011202e-06 
  2.647724e+02   1.787777e+01  -8.758585e-01   4.041870e-04   7.011202e-06 
  2.647724e+02   1.787777e+01  -8.758585e-01   4.041870e-04   8.778554e-07 
  2.768224e+02   5.333850e+01  -2.066941e+00   4.147652e-04   8.778554e-07 
  2.769724e+02   5.316716e+01   3.203573e+00   4.117551e-04  -4.096157e-05 
  2.769724e+02   5.316716e+01   3.203573e+00   4.117551e-04  -4.096157e-05 
  2.769724e+02   5.316716e+01   3.203573e+00   4.117551e-04  -4.096157e-05 
  2.769724e+02   5.316716e+01   3.203573e+00   4.117551e-04  -3.997969e-05 
  2.890224e+02   6.720607e+00   6.509125e-01  -7.000018e-05  -3.997969e-05 
  2.891724e+02   6.628400e+00  -3.315859e-02  -7.657609e-05  -4.780813e-05 
  2.891724e+02   6.628400e+00  -3.315859e-02  -7.657609e-05  -4.780813e-05 
  2.891724e+02   6.628400e+00  -3.315859e-02  -7.657609e-05  -4.780813e-05 
  2.891724e+02   6.628400e+00  -3.315859e-02  -7.657609e-05  -4.689375e-05 
  2.919350e+02   7.964217e+00  -4.503892e-01  -2.061217e-04  -4.689375e-05 
  2.922100e+02   8.223353e+00  -4.919230e-01  -2.190175e-04  -4.689375e-05 
  2.925100e+02   9.769036e+00  -4.898936e+00  -2.479490e-04  -1.481467e-04 
  2.928100e+02   1.293871e+01  -5.666655e+00  -2.923930e-04  -1.481467e-04 
  2.931100e+02   1.335366e+01   4.389241e+00  -3.093334e-04   3.792310e-05 
  2.931100e+02   1.335366e+01   4.389241e+00  -3.093334e-04   3.792310e-05 
  2.931100e+02   1.335366e+01   4.389241e+00  -3.093334e-04   3.792310e-05 
  2.931100e+02   1.335366e+01   4.389241e+00  -3.093334e-04   7.516497e-05 
  2.948850e+02   2.553226e+00   1.695512e+00  -1.759155e-04   7.516497e-05 
  2.950350e+02   2.075936e+00   1.485097e+00  -1.645157e-04   7.681654e-05 
  2.950350e+02   2.075936e+00   1.485097e+00  -1.645157e-04   7.681654e-05 
  2.950350e+02   2.075936e+00   1.485097e+00  -1.645157e-04   7.681654e-05 
  2.950350e+02   2.075936e+00   1.485097e+00  -1.645157e-04   5.935762e-05 
  2.956600e+02   8.227402e-01   5.200162e-01  -1.274172e-04   5.935762e-05 
  2.956600e+02   8.227402e-01   5.200162e-01  -1.274172e-04   5.935762e-05 
  2.958600e+02   6.764988e-01   2.111905e-01  -1.155457e-04   5.935762e-05 
  2.958600e+02   6.764988e-01   2.111905e-01  -1.155457e-04   5.935762e-05 
  2.960600e+02   6.537878e-01  -9.763533e-02  -1.036742e-04   5.935762e-05 
  2.963600e+02   1.029240e+00  -1.246116e+00  -9.219547e-05   1.855318e-05 
  2.966600e+02   2.000135e+00  -1.990201e+00  -8.662952e-05   1.855318e-05 
  2.969600e+02   2.608657e+00   1.747373e-01  -7.844557e-05   3.562834e-05 
  2.969600e+02   2.608657e+00   1.747373e-01  -7.844557e-05   3.562834e-05 
  2.969600e+02   2.608657e+00   1.747373e-01  -7.844557e-05   3.562834e-05 
  2.969600e+02   2.608657e+00   1.747373e-01  -7.844557e-05   9.414819e-05 
  2.972600e+02   2.539368e+00   5.622425e-02  -5.020112e-05   9.414819e-05 
  2.972600e+02   2.539368e+00   5.622425e-02  -5.020112e-05   9.414819e-05 
  2.987600e+02   3.261049e+00  -4.706348e-01   9.096713e-05   9.249331e-05 
  3.007850e+02   6.703099e+00  -1.229143e+00   2.782661e-04   9.249331e-05 
  3.009350e+02   7.258149e+00  -2.502440e+00   2.953234e-04   1.354289e-04 
  3.009350e+02   7.258149e+00  -2.502440e+00   2.953234e-04   1.354289e-04 
  3.009350e+02   7.258149e+00  -2.502440e+00   2.953234e-04   1.354289e-04 
  3.009350e+02   7.258149e+00  -2.502440e+00   2.953234e-04   1.368320e-04 
  3.013600e+02   9.565949e+00  -2.927677e+00   3.534770e-04   1.368320e-04 
  3.040871e+02   3.201305e+01  -5.570539e+00  -5.848672e-01  -4.432527e-01 
  3.048871e+02   4.156627e+01  -6.370985e+00  -9.394693e-01  -4.432527e-01 
  3.051871e+02   3.470130e+01   2.718472e+01  -9.442044e-01   4.123889e-01 
  3.051871e+02   3.470130e+01   2.718472e+01  -9.442044e-01   4.123889e-01 
  3.051871e+02   3.470130e+01   2.718472e+01  -9.442044e-01   4.123889e-01 
  3.051871e+02   3.470130e+01   2.718472e+01  -9.442044e-01   4.123515e-01 
  3.065871e+02   3.812962e-01  -2.670427e+00  -3.669122e-01   4.123515e-01 
  3.068871e+02   4.569405e+00  -1.265938e+01  -2.933764e-01   9.008702e-02 
  3.073871e+02   2.605159e+01  -3.030499e+01  -2.483329e-01   9.008702e-02 
  3.076871e+02   3.625074e+01  -9.041795e-02  -1.850494e-01   3.208078e-01 
  3.076871e+02   3.625074e+01  -9.041795e-02  -1.850494e-01   3.208078e-01 
  3.076871e+02   3.625074e+01  -9.041795e-02  -1.850494e-01   3.208078e-01 
  3.076871e+02   3.625074e+01  -9.041795e-02  -1.850494e-01   3.208794e-01 
  3.082620e+02   3.636390e+01  -1.064086e-01  -5.530005e-04   3.208794e-01 
  3.082620e+02   3.636390e+01  -1.064086e-01  -5.530005e-04   3.208794e-01 
  3.088370e+02   3.649546e+01  -1.223992e-01   1.839434e-01   3.208794e-01 
  3.091370e+02   2.633055e+01   3.041581e+01   2.473974e-01   9.112211e-02 
  3.091370e+02   2.633055e+01   3.041581e+01   2.473974e-01   9.112211e-02 
  3.091370e+02   2.633055e+01   3.041581e+01   2.473974e-01   9.112211e-02 
  3.091370e+02   2.633055e+01   3.041581e+01   2.473974e-01   9.115678e-02 
  3.096370e+02   4.707961e+00   1.282936e+01   2.929758e-01   9.115678e-02 
  3.099370e+02   4.303494e-01   2.828051e+00   3.667932e-01   4.132059e-01 
  3.113370e+02   3.349207e+01  -2.644357e+01   9.452815e-01   4.132059e-01 
  3.116370e+02   4.024753e+01   5.961861e+00   9.406456e-01  -4.434237e-01 
  3.116370e+02   4.024753e+01   5.961861e+00   9.406456e-01  -4.434237e-01 
  3.116370e+02   4.024753e+01   5.961861e+00   9.406456e-01  -4.434237e-01 
  3.116370e+02   4.024753e+01   5.961861e+00   9.406456e-01  -4.434481e-01 
  3.124370e+02   3.128965e+01   5.235480e+00   5.858870e-01  -4.434481e-01 
  3.151641e+02   9.966721e+00   2.837170e+00   1.503119e-04  -5.993005e-05 
  3.155891e+02   7.719129e+00   2.451281e+00   1.248416e-04  -5.993005e-05 
  3.157391e+02   7.189383e+00   1.110179e+00   1.176172e-04  -3.659691e-05 
  3.157391e+02   7.189383e+00   1.110179e+00   1.176172e-04  -3.659691e-05 
  3.157391e+02   7.189383e+00   1.110179e+00   1.176172e-04  -3.659691e-05 
  3.157391e+02   7.189383e+00   1.110179e+00   1.176172e-04  -4.078873e-05 
  3.162391e+02   6.156836e+00   9.549155e-01   9.722282e-05  -4.078873e-05 
  3.162391e+02   6.156836e+00   9.549155e-01   9.722282e-05  -4.078873e-05 
  3.174641e+02   4.283277e+00   5.745200e-01   4.725663e-05  -4.078873e-05 
  3.174641e+02   4.283277e+00   5.745200e-01   4.725663e-05  -4.078873e-05 
  3.174641e+02   4.283277e+00   5.745200e-01   4.725663e-05  -4.078873e-05 
  3.177641e+02   3.966513e+00   4.813619e-01   3.502001e-05  -4.078873e-05 
  3.178641e+02   3.873346e+00   4.503092e-01   3.094113e-05  -4.078873e-05 
  3.185221e+02   3.306381e+00   2.824732e-01   3.537791e-06  -4.156755e-05 
  3.186061e+02   3.261230e+00   2.550407e-01   4.611683e-08  -4.156755e-05 
  3.192641e+02   3.020240e+00   7.339605e-02  -2.734093e-05  -4.163062e-05 
  3.192641e+02   3.020240e+00   7.339605e-02  -2.734093e-05  -4.163062e-05 
