Printout for SDDS file one.twi

       s            betax          alphax          etax          etaxp     
       m              m                             m                      
---------------------------------------------------------------------------
  7.818026e+01   4.457161e+01  -1.940602e+00  -1.881448e-03  -1.733381e-04 
  7.833026e+01   4.457076e+01   1.946207e+00  -1.897267e-03  -3.736584e-05 
  7.833026e+01   4.457076e+01   1.946207e+00  -1.897267e-03  -3.736584e-05 
  7.833026e+01   4.457076e+01   1.946207e+00  -1.897267e-03  -4.169277e-05 
  7.833026e+01   4.457076e+01   1.946207e+00  -1.897267e-03  -4.169277e-05 
  7.865526e+01   4.331707e+01   1.911296e+00  -1.910817e-03  -4.169277e-05 
  7.870477e+01   4.312806e+01   1.905977e+00  -1.912882e-03  -4.169277e-05 
  8.174887e+01   3.248614e+01   1.588645e+00  -1.976959e-03  -3.910632e-05 
  8.179839e+01   3.232909e+01   1.583274e+00  -1.978896e-03  -3.910632e-05 
  8.190931e+01   3.197919e+01   1.571242e+00  -1.983233e-03  -3.910632e-05 
  8.195882e+01   3.182385e+01   1.565871e+00  -1.985170e-03  -3.910632e-05 
  8.500292e+01   2.327427e+01   1.241803e+00  -2.043183e-03  -3.679205e-05 
  8.505244e+01   2.315156e+01   1.236395e+00  -2.045005e-03  -3.679205e-05 
  8.505244e+01   2.315156e+01   1.236395e+00  -2.045005e-03  -3.679205e-05 
  8.555244e+01   2.194247e+01   1.181783e+00  -2.063401e-03  -3.679205e-05 
  8.560195e+01   2.182571e+01   1.176375e+00  -2.065222e-03  -3.679205e-05 
  8.864605e+01   1.566292e+01   8.475537e-01  -2.117569e-03  -3.470814e-05 
  8.869557e+01   1.557926e+01   8.421215e-01  -2.119287e-03  -3.470814e-05 
  8.880649e+01   1.539379e+01   8.299527e-01  -2.123137e-03  -3.470814e-05 
  8.885600e+01   1.531187e+01   8.245205e-01  -2.124856e-03  -3.470814e-05 
  9.190010e+01   1.130044e+01   4.929163e-01  -2.172592e-03  -3.282381e-05 
  9.194962e+01   1.125189e+01   4.874700e-01  -2.174218e-03  -3.282381e-05 
  9.194962e+01   1.125189e+01   4.874700e-01  -2.174218e-03  -3.282381e-05 
  9.227462e+01   1.094666e+01   4.517223e-01  -2.184885e-03  -3.282381e-05 
  9.242462e+01   1.095622e+01  -5.157778e-01  -2.202854e-03  -2.070164e-04 
  9.242462e+01   1.095622e+01  -5.157778e-01  -2.202854e-03  -2.070164e-04 
  9.242462e+01   1.095622e+01  -5.157778e-01  -2.202854e-03  -2.050544e-04 
  9.242462e+01   1.095622e+01  -5.157778e-01  -2.202854e-03  -2.050544e-04 
  9.274962e+01   1.130368e+01  -5.533326e-01  -2.269496e-03  -2.050544e-04 
  9.279913e+01   1.135876e+01  -5.590542e-01  -2.279650e-03  -2.050544e-04 
  9.584323e+01   1.582476e+01  -9.077984e-01  -2.833847e-03  -1.999952e-04 
  9.589275e+01   1.591494e+01  -9.135059e-01  -2.843750e-03  -1.999952e-04 
  9.600367e+01   1.611901e+01  -9.262915e-01  -2.865933e-03  -1.999952e-04 
  9.605318e+01   1.621103e+01  -9.319990e-01  -2.875836e-03  -1.999952e-04 
  9.909728e+01   2.294224e+01  -1.278889e+00  -3.404366e-03  -1.951876e-04 
  9.914680e+01   2.306917e+01  -1.284577e+00  -3.414031e-03  -1.951876e-04 
  9.914680e+01   2.306917e+01  -1.284577e+00  -3.414031e-03  -1.951876e-04 
  9.939680e+01   2.371864e+01  -1.313297e+00  -3.462828e-03  -1.951876e-04 
  9.939680e+01   2.371864e+01  -1.313297e+00  -3.462828e-03  -1.951876e-04 
  9.964680e+01   2.438247e+01  -1.342016e+00  -3.511625e-03  -1.951876e-04 
  9.969631e+01   2.451565e+01  -1.347704e+00  -3.521289e-03  -1.951876e-04 
